Rank,grid_id,ATP_Score,Crime_T1,Crime_T2,Best_Neighbor_Rank,Target_Period,Is_Highlighted
389,44,0.0,0,0,527,202302,False
390,49,0.0,0,0,119,202302,False
391,50,0.0,0,0,970,202302,False
392,51,0.0,0,0,200,202302,False
393,54,0.0,0,0,83,202302,False
394,56,0.0,0,1,10,202302,False
395,57,0.0,0,0,624,202302,False
396,60,0.0,0,1,293,202302,False
397,63,0.0,0,0,119,202302,False
398,66,0.0,0,0,139,202302,False
399,69,0.0,0,0,371,202302,False
400,71,0.0,0,2,14,202302,False
401,72,0.0,0,0,380,202302,False
402,73,0.0,0,0,312,202302,False
403,75,0.0,0,0,632,202302,False
404,77,0.0,0,0,82,202302,False
405,78,0.0,0,0,166,202302,False
406,82,0.0,0,0,325,202302,False
407,87,0.0,0,1,292,202302,False
408,94,0.0,0,0,371,202302,False
409,95,0.0,0,0,624,202302,False
410,98,0.0,0,0,102,202302,False
411,99,0.0,0,1,100,202302,False
412,100,0.0,0,0,560,202302,False
413,101,0.0,0,0,113,202302,False
414,103,0.0,0,0,290,202302,False
415,105,0.0,0,0,379,202302,False
416,106,0.0,0,0,374,202302,False
417,109,0.0,0,0,214,202302,False
418,112,0.0,0,0,312,202302,False
419,114,0.0,0,0,268,202302,False
420,118,0.0,0,0,284,202302,False
421,123,0.0,0,0,268,202302,False
422,125,0.0,0,0,302,202302,False
423,131,0.0,0,0,602,202302,False
424,136,0.0,0,0,489,202302,False
425,139,0.0,0,0,405,202302,False
426,142,0.0,0,0,303,202302,False
427,144,0.0,0,0,834,202302,False
428,151,0.0,0,0,341,202302,False
429,152,0.0,0,0,367,202302,False
430,155,0.0,0,0,453,202302,False
431,156,0.0,0,0,124,202302,False
432,157,0.0,0,1,122,202302,False
433,159,0.0,0,0,106,202302,False
434,160,0.0,0,0,179,202302,False
435,162,0.0,0,0,360,202302,False
436,164,0.0,0,0,437,202302,False
437,165,0.0,0,0,436,202302,False
438,166,0.0,0,0,138,202302,False
439,169,0.0,0,0,59,202302,False
440,170,0.0,0,0,166,202302,False
441,173,0.0,0,1,494,202302,False
442,174,0.0,0,0,396,202302,False
443,175,0.0,0,0,1,202302,False
444,177,0.0,0,0,159,202302,False
445,178,0.0,0,0,705,202302,False
446,179,0.0,0,0,546,202302,False
447,181,0.0,0,0,528,202302,False
448,182,0.0,0,0,148,202302,False
449,184,0.0,0,0,241,202302,False
450,190,0.0,0,0,244,202302,False
451,191,0.0,0,0,293,202302,False
452,192,0.0,0,2,125,202302,False
453,199,0.0,0,0,430,202302,False
454,200,0.0,0,0,230,202302,False
455,201,0.0,0,0,542,202302,False
456,202,0.0,0,0,620,202302,False
457,205,0.0,0,0,925,202302,False
458,208,0.0,0,0,280,202302,False
459,213,0.0,0,0,153,202302,False
460,214,0.0,0,0,215,202302,False
461,216,0.0,0,1,36,202302,False
462,217,0.0,0,0,502,202302,False
463,218,0.0,0,0,335,202302,False
464,219,0.0,0,1,262,202302,False
465,222,0.0,0,0,810,202302,False
466,228,0.0,0,0,226,202302,False
467,229,0.0,0,0,153,202302,False
468,231,0.0,0,1,10,202302,False
469,238,0.0,0,0,663,202302,False
470,245,0.0,0,0,159,202302,False
471,248,0.0,0,0,528,202302,False
472,250,0.0,0,0,566,202302,False
473,253,0.0,0,0,288,202302,False
474,255,0.0,0,0,392,202302,False
475,258,0.0,0,0,289,202302,False
476,260,0.0,0,0,184,202302,False
477,264,0.0,0,0,272,202302,False
478,265,0.0,0,0,278,202302,False
479,269,0.0,0,0,85,202302,False
480,273,0.0,0,0,231,202302,False
481,274,0.0,0,0,320,202302,False
482,275,0.0,0,0,815,202302,False
483,276,0.0,0,0,1101,202302,False
484,279,0.0,0,0,366,202302,False
485,281,0.0,0,0,408,202302,False
486,282,0.0,0,0,N/A,202302,False
487,283,0.0,0,0,649,202302,False
488,286,0.0,0,0,351,202302,False
489,287,0.0,0,0,424,202302,False
490,289,0.0,0,0,598,202302,False
491,299,0.0,0,0,124,202302,False
492,302,0.0,0,0,530,202302,False
493,307,0.0,0,0,316,202302,False
494,308,0.0,0,0,55,202302,False
495,310,0.0,0,0,463,202302,False
496,311,0.0,0,0,292,202302,False
497,313,0.0,0,1,181,202302,False
498,314,0.0,0,0,374,202302,False
499,315,0.0,0,0,11,202302,False
500,319,0.0,0,0,319,202302,False
501,320,0.0,0,0,327,202302,False
502,321,0.0,0,1,379,202302,False
503,324,0.0,0,0,279,202302,False
504,328,0.0,0,0,509,202302,False
505,329,0.0,0,0,143,202302,False
506,330,0.0,0,0,155,202302,False
507,334,0.0,0,0,352,202302,False
508,335,0.0,0,0,75,202302,False
509,337,0.0,0,0,504,202302,False
510,340,0.0,0,0,26,202302,False
511,343,0.0,0,0,531,202302,False
512,347,0.0,0,0,383,202302,False
513,357,0.0,0,0,269,202302,False
514,360,0.0,0,0,256,202302,False
515,365,0.0,0,0,139,202302,False
516,367,0.0,0,0,390,202302,False
517,370,0.0,0,0,191,202302,False
518,373,0.0,0,0,257,202302,False
519,374,0.0,0,0,318,202302,False
520,376,0.0,0,0,174,202302,False
521,379,0.0,0,0,325,202302,False
522,380,0.0,0,0,349,202302,False
523,381,0.0,0,1,262,202302,False
524,384,0.0,0,0,701,202302,False
525,386,0.0,0,1,304,202302,False
526,388,0.0,0,0,14,202302,False
527,390,0.0,0,0,389,202302,False
528,393,0.0,0,0,447,202302,False
529,394,0.0,0,0,179,202302,False
530,395,0.0,0,0,492,202302,False
531,397,0.0,0,0,376,202302,False
532,398,0.0,0,0,728,202302,False
533,401,0.0,0,0,251,202302,False
534,402,0.0,0,0,358,202302,False
535,406,0.0,0,0,479,202302,False
536,408,0.0,0,0,558,202302,False
537,413,0.0,0,0,27,202302,False
538,417,0.0,0,0,139,202302,False
539,422,0.0,0,0,123,202302,False
540,425,0.0,0,0,454,202302,False
541,428,0.0,0,0,242,202302,False
542,431,0.0,0,0,428,202302,False
543,434,0.0,0,1,54,202302,False
544,436,0.0,0,0,290,202302,False
545,437,0.0,0,0,813,202302,False
546,438,0.0,0,0,446,202302,False
547,439,0.0,0,1,160,202302,False
548,440,0.0,0,0,589,202302,False
549,441,0.0,0,0,294,202302,False
550,444,0.0,0,0,24,202302,False
551,445,0.0,0,0,646,202302,False
552,446,0.0,0,0,233,202302,False
553,447,0.0,0,0,158,202302,False
554,448,0.0,0,0,439,202302,False
555,457,0.0,0,1,60,202302,False
556,460,0.0,0,0,143,202302,False
557,463,0.0,0,0,126,202302,False
558,466,0.0,0,0,536,202302,False
559,469,0.0,0,0,55,202302,False
560,470,0.0,0,0,412,202302,False
561,481,0.0,0,0,717,202302,False
562,484,0.0,0,0,184,202302,False
563,486,0.0,0,0,244,202302,False
564,488,0.0,0,0,838,202302,False
565,491,0.0,0,0,320,202302,False
566,494,0.0,0,0,472,202302,False
567,496,0.0,0,0,328,202302,False
568,499,0.0,0,0,384,202302,False
569,501,0.0,0,1,474,202302,False
570,504,0.0,0,0,451,202302,False
571,505,0.0,0,0,419,202302,False
572,507,0.0,0,0,264,202302,False
573,508,0.0,0,0,380,202302,False
574,509,0.0,0,0,316,202302,False
575,511,0.0,0,0,519,202302,False
576,514,0.0,0,0,54,202302,False
577,515,0.0,0,0,284,202302,False
578,519,0.0,0,0,380,202302,False
579,522,0.0,0,0,594,202302,False
580,526,0.0,0,0,113,202302,False
581,527,0.0,0,0,621,202302,False
582,528,0.0,0,0,639,202302,False
583,531,0.0,0,0,808,202302,False
584,533,0.0,0,0,557,202302,False
585,534,0.0,0,0,436,202302,False
586,535,0.0,0,0,328,202302,False
587,538,0.0,0,0,281,202302,False
588,541,0.0,0,0,29,202302,False
589,543,0.0,0,1,377,202302,False
590,546,0.0,0,0,142,202302,False
591,547,0.0,0,0,222,202302,False
592,552,0.0,0,0,640,202302,False
593,553,0.0,0,0,769,202302,False
594,556,0.0,0,0,504,202302,False
595,557,0.0,0,1,511,202302,False
596,558,0.0,0,0,99,202302,False
597,560,0.0,0,0,360,202302,False
598,563,0.0,0,0,34,202302,False
599,566,0.0,0,0,504,202302,False
600,569,0.0,0,0,442,202302,False
601,573,0.0,0,0,413,202302,False
602,574,0.0,0,0,149,202302,False
603,579,0.0,0,0,227,202302,False
604,580,0.0,0,0,202,202302,False
605,584,0.0,0,0,606,202302,False
606,586,0.0,0,0,313,202302,False
607,587,0.0,0,0,590,202302,False
608,588,0.0,0,0,691,202302,False
609,589,0.0,0,0,654,202302,False
610,590,0.0,0,0,42,202302,False
611,594,0.0,0,0,383,202302,False
612,595,0.0,0,0,226,202302,False
613,596,0.0,0,0,120,202302,False
614,597,0.0,0,0,184,202302,False
615,600,0.0,0,0,237,202302,False
616,601,0.0,0,0,346,202302,False
617,602,0.0,0,0,99,202302,False
618,605,0.0,0,0,16,202302,False
619,609,0.0,0,0,576,202302,False
620,618,0.0,0,0,456,202302,False
621,624,0.0,0,0,581,202302,False
622,630,0.0,0,0,754,202302,False
623,632,0.0,0,0,371,202302,False
624,634,0.0,0,0,389,202302,False
625,636,0.0,0,0,346,202302,False
626,638,0.0,0,0,628,202302,False
627,639,0.0,0,0,471,202302,False
628,642,0.0,0,0,626,202302,False
629,644,0.0,0,0,522,202302,False
630,646,0.0,0,0,660,202302,False
631,649,0.0,0,0,29,202302,False
632,650,0.0,0,0,403,202302,False
633,651,0.0,0,0,277,202302,False
634,652,0.0,0,0,626,202302,False
635,654,0.0,0,0,126,202302,False
636,655,0.0,0,0,31,202302,False
637,656,0.0,0,0,209,202302,False
638,657,0.0,0,0,156,202302,False
639,658,0.0,0,0,582,202302,False
640,659,0.0,0,0,592,202302,False
641,660,0.0,0,3,108,202302,False
642,662,0.0,0,0,N/A,202302,False
643,668,0.0,0,0,191,202302,False
644,670,0.0,0,0,581,202302,False
645,671,0.0,0,1,136,202302,False
646,672,0.0,0,0,551,202302,False
647,674,0.0,0,0,11,202302,False
648,675,0.0,0,0,138,202302,False
649,677,0.0,0,0,487,202302,False
650,678,0.0,0,0,772,202302,False
651,679,0.0,0,0,184,202302,False
652,680,0.0,0,0,269,202302,False
653,682,0.0,0,0,306,202302,False
654,683,0.0,0,0,383,202302,False
655,684,0.0,0,0,84,202302,False
656,687,0.0,0,0,58,202302,False
657,689,0.0,0,1,27,202302,False
658,690,0.0,0,0,179,202302,False
659,697,0.0,0,0,369,202302,False
660,698,0.0,0,0,434,202302,False
661,701,0.0,0,0,277,202302,False
662,702,0.0,0,0,54,202302,False
663,704,0.0,0,0,469,202302,False
664,706,0.0,0,0,674,202302,False
665,710,0.0,0,2,40,202302,False
666,711,0.0,0,0,1195,202302,False
667,712,0.0,0,0,451,202302,False
668,715,0.0,0,0,310,202302,False
669,719,0.0,0,1,563,202302,False
670,721,0.0,0,0,667,202302,False
671,722,0.0,0,0,592,202302,False
672,723,0.0,0,0,584,202302,False
673,725,0.0,0,0,248,202302,False
674,726,0.0,0,0,389,202302,False
675,728,0.0,0,0,179,202302,False
676,731,0.0,0,0,66,202302,False
677,733,0.0,0,0,303,202302,False
678,736,0.0,0,2,290,202302,False
679,737,0.0,0,0,705,202302,False
680,738,0.0,0,0,456,202302,False
681,740,0.0,0,0,151,202302,False
682,741,0.0,0,0,416,202302,False
683,742,0.0,0,0,278,202302,False
684,743,0.0,0,0,318,202302,False
685,745,0.0,0,0,449,202302,False
686,749,0.0,0,0,304,202302,False
687,754,0.0,0,1,429,202302,False
688,761,0.0,0,1,12,202302,False
689,763,0.0,0,0,377,202302,False
690,766,0.0,0,0,223,202302,False
691,768,0.0,0,0,608,202302,False
692,769,0.0,0,0,667,202302,False
693,774,0.0,0,0,110,202302,False
694,775,0.0,0,0,617,202302,False
695,778,0.0,0,0,455,202302,False
696,782,0.0,0,3,251,202302,False
697,783,0.0,0,0,113,202302,False
698,784,0.0,0,0,536,202302,False
699,785,0.0,0,0,N/A,202302,False
700,786,0.0,0,0,605,202302,False
701,787,0.0,0,0,492,202302,False
702,794,0.0,0,0,743,202302,False
703,797,0.0,0,0,888,202302,False
704,800,0.0,0,0,55,202302,False
705,802,0.0,0,0,445,202302,False
706,804,0.0,0,0,120,202302,False
707,806,0.0,0,0,256,202302,False
708,810,0.0,0,0,489,202302,False
709,812,0.0,0,0,85,202302,False
710,814,0.0,0,0,301,202302,False
711,816,0.0,0,0,59,202302,False
712,817,0.0,0,0,14,202302,False
713,818,0.0,0,0,199,202302,False
714,820,0.0,0,0,291,202302,False
715,822,0.0,0,0,204,202302,False
716,823,0.0,0,0,150,202302,False
717,825,0.0,0,0,551,202302,False
718,826,0.0,0,0,365,202302,False
719,831,0.0,0,0,557,202302,False
720,832,0.0,0,0,374,202302,False
721,833,0.0,0,0,199,202302,False
722,834,0.0,0,1,430,202302,False
723,838,0.0,0,0,347,202302,False
724,843,0.0,0,0,257,202302,False
725,848,0.0,0,0,551,202302,False
726,850,0.0,0,0,112,202302,False
727,855,0.0,0,0,809,202302,False
728,856,0.0,0,0,532,202302,False
729,858,0.0,0,0,386,202302,False
730,859,0.0,0,0,445,202302,False
731,860,0.0,0,0,241,202302,False
732,862,0.0,0,0,55,202302,False
733,863,0.0,0,0,306,202302,False
734,867,0.0,0,0,376,202302,False
735,871,0.0,0,0,265,202302,False
736,875,0.0,0,0,478,202302,False
737,880,0.0,0,0,386,202302,False
738,882,0.0,0,0,292,202302,False
739,884,0.0,0,0,421,202302,False
740,885,0.0,0,0,372,202302,False
741,887,0.0,0,0,291,202302,False
742,894,0.0,0,0,524,202302,False
743,896,0.0,0,0,227,202302,False
744,897,0.0,0,0,424,202302,False
745,900,0.0,0,0,20,202302,False
746,901,0.0,0,1,186,202302,False
747,902,0.0,0,0,12,202302,False
748,903,0.0,0,0,511,202302,False
749,906,0.0,0,0,64,202302,False
750,908,0.0,0,0,444,202302,False
751,909,0.0,0,0,298,202302,False
752,914,0.0,0,1,398,202302,False
753,915,0.0,0,0,231,202302,False
754,919,0.0,0,0,581,202302,False
755,921,0.0,0,0,275,202302,False
756,923,0.0,0,0,532,202302,False
757,925,0.0,0,1,178,202302,False
758,927,0.0,0,0,166,202302,False
759,930,0.0,0,0,276,202302,False
760,934,0.0,0,0,160,202302,False
761,940,0.0,0,0,367,202302,False
762,941,0.0,0,0,392,202302,False
763,942,0.0,0,0,414,202302,False
764,943,0.0,0,0,231,202302,False
765,949,0.0,0,0,888,202302,False
766,951,0.0,0,0,26,202302,False
767,952,0.0,0,0,293,202302,False
768,961,0.0,0,0,204,202302,False
769,963,0.0,0,0,475,202302,False
770,966,0.0,0,0,375,202302,False
771,967,0.0,0,0,156,202302,False
772,968,0.0,0,1,441,202302,False
773,971,0.0,0,0,512,202302,False
774,972,0.0,0,0,492,202302,False
775,973,0.0,0,0,75,202302,False
776,978,0.0,0,0,87,202302,False
777,979,0.0,0,0,345,202302,False
778,982,0.0,0,0,27,202302,False
779,988,0.0,0,0,200,202302,False
780,989,0.0,0,0,139,202302,False
781,990,0.0,0,0,446,202302,False
782,992,0.0,0,1,26,202302,False
783,994,0.0,0,0,512,202302,False
784,996,0.0,0,0,176,202302,False
785,999,0.0,0,0,343,202302,False
786,1001,0.0,0,0,646,202302,False
787,1002,0.0,0,1,200,202302,False
788,1003,0.0,0,0,367,202302,False
789,1004,0.0,0,0,348,202302,False
790,1005,0.0,0,0,316,202302,False
791,1008,0.0,0,0,511,202302,False
792,1011,0.0,0,0,743,202302,False
793,1015,0.0,0,0,278,202302,False
794,1017,0.0,0,0,421,202302,False
795,1020,0.0,0,1,54,202302,False
796,1022,0.0,0,1,184,202302,False
797,1024,0.0,0,1,513,202302,False
798,1025,0.0,0,0,262,202302,False
799,1027,0.0,0,0,88,202302,False
800,1032,0.0,0,1,181,202302,False
801,1036,0.0,0,0,23,202302,False
802,1038,0.0,0,0,88,202302,False
803,1039,0.0,0,0,107,202302,False
804,1041,0.0,0,0,375,202302,False
805,1042,0.0,0,0,287,202302,False
806,1043,0.0,0,0,269,202302,False
807,1044,0.0,0,0,702,202302,False
808,1045,0.0,0,0,583,202302,False
809,1047,0.0,0,0,524,202302,False
810,1048,0.0,0,0,465,202302,False
811,1050,0.0,0,0,311,202302,False
812,1054,0.0,0,1,421,202302,False
813,1055,0.0,0,0,545,202302,False
814,1056,0.0,0,0,739,202302,False
815,1057,0.0,0,0,482,202302,False
816,1058,0.0,0,0,260,202302,False
817,1060,0.0,0,0,310,202302,False
818,1061,0.0,0,0,292,202302,False
819,1062,0.0,0,0,858,202302,False
820,1064,0.0,0,0,290,202302,False
821,1065,0.0,0,0,395,202302,False
822,1071,0.0,0,0,399,202302,False
823,1072,0.0,0,0,34,202302,False
824,1073,0.0,0,0,403,202302,False
825,1076,0.0,0,0,143,202302,False
826,1083,0.0,0,0,110,202302,False
827,1087,0.0,0,0,212,202302,False
828,1091,0.0,0,0,423,202302,False
829,1092,0.0,0,0,191,202302,False
830,1100,0.0,0,0,102,202302,False
831,1102,0.0,0,0,402,202302,False
832,1104,0.0,0,1,65,202302,False
833,1105,0.0,0,0,316,202302,False
834,1107,0.0,0,0,427,202302,False
835,1108,0.0,0,0,636,202302,False
836,1118,0.0,0,0,351,202302,False
837,1119,0.0,0,0,388,202302,False
838,1120,0.0,0,0,564,202302,False
839,1132,0.0,0,0,355,202302,False
840,1133,0.0,0,0,209,202302,False
841,1134,0.0,0,0,838,202302,False
842,1136,0.0,0,1,278,202302,False
843,1140,0.0,0,0,234,202302,False
844,1141,0.0,0,0,55,202302,False
845,1146,0.0,0,0,268,202302,False
846,1147,0.0,0,0,2,202302,False
847,1149,0.0,0,0,197,202302,False
848,1151,0.0,0,0,179,202302,False
849,1152,0.0,0,0,243,202302,False
850,1161,0.0,0,1,608,202302,False
851,1169,0.0,0,0,451,202302,False
852,1173,0.0,0,0,36,202302,False
853,1175,0.0,0,0,251,202302,False
854,1177,0.0,0,0,227,202302,False
855,1178,0.0,0,0,359,202302,False
856,1179,0.0,0,0,573,202302,False
857,1180,0.0,0,0,386,202302,False
858,1181,0.0,0,0,819,202302,False
859,1182,0.0,0,0,456,202302,False
860,1183,0.0,0,0,285,202302,False
861,1194,0.0,0,0,292,202302,False
862,1195,0.0,0,1,312,202302,False
863,1200,0.0,0,0,205,202302,False
864,1201,0.0,0,0,358,202302,False
865,1202,0.0,0,0,153,202302,False
866,1203,0.0,0,0,248,202302,False
867,1204,0.0,0,0,792,202302,False
868,1205,0.0,0,0,630,202302,False
869,1206,0.0,0,0,472,202302,False
870,1210,0.0,0,0,126,202302,False
871,1212,0.0,0,0,398,202302,False
872,1214,0.0,0,0,370,202302,False
873,1215,0.0,0,0,130,202302,False
874,1217,0.0,0,0,209,202302,False
875,1218,0.0,0,0,465,202302,False
876,1221,0.0,0,0,565,202302,False
877,1223,0.0,0,0,667,202302,False
878,1225,0.0,0,1,193,202302,False
879,1226,0.0,0,0,242,202302,False
880,1228,0.0,0,0,405,202302,False
881,1232,0.0,0,0,792,202302,False
882,1233,0.0,0,0,287,202302,False
883,1238,0.0,0,0,423,202302,False
884,1239,0.0,0,0,209,202302,False
885,1240,0.0,0,0,172,202302,False
886,1242,0.0,0,0,403,202302,False
887,1243,0.0,0,0,58,202302,False
888,1245,0.0,0,0,698,202302,False
889,1247,0.0,0,0,634,202302,False
890,1250,0.0,0,0,65,202302,False
891,1256,0.0,0,0,455,202302,False
892,1261,0.0,0,0,30,202302,False
893,1263,0.0,0,1,284,202302,False
894,1266,0.0,0,0,150,202302,False
895,1269,0.0,0,1,206,202302,False
896,1270,0.0,0,0,573,202302,False
897,1271,0.0,0,0,279,202302,False
898,1274,0.0,0,0,251,202302,False
899,1276,0.0,0,0,160,202302,False
900,1277,0.0,0,0,481,202302,False
901,1278,0.0,0,1,144,202302,False
902,1282,0.0,0,0,215,202302,False
903,1283,0.0,0,1,98,202302,False
904,1284,0.0,0,0,814,202302,False
905,1285,0.0,0,0,30,202302,False
906,1286,0.0,0,0,209,202302,False
907,1289,0.0,0,1,80,202302,False
908,1291,0.0,0,0,380,202302,False
909,1294,0.0,0,0,222,202302,False
910,1298,0.0,0,0,584,202302,False
911,1301,0.0,0,0,243,202302,False
912,1311,0.0,0,0,390,202302,False
913,1313,0.0,0,0,504,202302,False
914,1315,0.0,0,0,138,202302,False
915,1317,0.0,0,0,268,202302,False
916,1321,0.0,0,0,291,202302,False
917,1323,0.0,0,0,441,202302,False
918,1325,0.0,0,0,383,202302,False
919,1327,0.0,0,0,337,202302,False
920,1329,0.0,0,0,514,202302,False
921,1330,0.0,0,0,199,202302,False
922,1331,0.0,0,0,426,202302,False
923,1335,0.0,0,0,424,202302,False
924,1336,0.0,0,0,560,202302,False
925,1337,0.0,0,0,457,202302,False
926,1338,0.0,0,0,819,202302,False
927,1342,0.0,0,0,184,202302,False
928,1346,0.0,0,1,565,202302,False
929,1347,0.0,0,0,244,202302,False
930,1348,0.0,0,0,370,202302,False
931,1349,0.0,0,0,402,202302,False
932,1351,0.0,0,0,770,202302,False
933,1355,0.0,0,0,126,202302,False
934,1356,0.0,0,0,317,202302,False
935,1358,0.0,0,0,504,202302,False
936,1364,0.0,0,0,49,202302,False
937,1367,0.0,0,0,455,202302,False
938,1370,0.0,0,0,389,202302,False
939,1372,0.0,0,0,646,202302,False
940,1375,0.0,0,0,153,202302,False
941,1376,0.0,0,1,215,202302,False
942,1377,0.0,0,0,176,202302,False
943,1378,0.0,0,0,622,202302,False
944,1379,0.0,0,0,465,202302,False
945,1380,0.0,0,0,80,202302,False
946,1382,0.0,0,0,590,202302,False
947,1388,0.0,0,0,426,202302,False
948,1389,0.0,0,0,159,202302,False
949,1390,0.0,0,0,80,202302,False
950,1394,0.0,0,0,255,202302,False
951,1395,0.0,0,0,1305,202302,False
952,1402,0.0,0,0,223,202302,False
953,1403,0.0,0,0,204,202302,False
954,1408,0.0,0,0,456,202302,False
955,1409,0.0,0,0,156,202302,False
956,1410,0.0,0,0,244,202302,False
957,1414,0.0,0,0,792,202302,False
958,1417,0.0,0,0,354,202302,False
959,1418,0.0,0,0,244,202302,False
960,1420,0.0,0,0,360,202302,False
961,1421,0.0,0,0,149,202302,False
962,1425,0.0,0,0,423,202302,False
963,1426,0.0,0,0,848,202302,False
964,1437,0.0,0,1,50,202302,False
965,1439,0.0,0,0,664,202302,False
966,1442,0.0,0,1,23,202302,False
967,1443,0.0,0,0,1024,202302,False
968,1448,0.0,0,0,412,202302,False
969,1449,0.0,0,0,779,202302,False
970,1459,0.0,0,0,391,202302,False
971,1460,0.0,0,0,469,202302,False
972,1461,0.0,0,0,628,202302,False
973,1463,0.0,0,1,65,202302,False
974,1464,0.0,0,0,424,202302,False
975,1465,0.0,0,0,519,202302,False
976,1468,0.0,0,1,33,202302,False
977,1471,0.0,0,1,70,202302,False
978,1476,0.0,0,0,122,202302,False
979,1477,0.0,0,0,384,202302,False
980,1479,0.0,0,0,58,202302,False
981,1480,0.0,0,0,264,202302,False
982,1484,0.0,0,0,993,202302,False
983,1485,0.0,0,0,233,202302,False
984,1486,0.0,0,0,83,202302,False
985,1491,0.0,0,0,279,202302,False
986,1492,0.0,0,0,1384,202302,False
987,1493,0.0,0,0,630,202302,False
988,1495,0.0,0,0,282,202302,False
989,1497,0.0,0,0,991,202302,False
990,1500,0.0,0,0,1178,202302,False
991,1504,0.0,0,0,254,202302,False
992,1508,0.0,0,0,176,202302,False
993,1515,0.0,0,0,982,202302,False
994,1516,0.0,0,0,336,202302,False
995,1517,0.0,0,0,579,202302,False
996,1521,0.0,0,0,142,202302,False
997,1524,0.0,0,0,424,202302,False
998,1527,0.0,0,0,143,202302,False
999,1531,0.0,0,0,370,202302,False
1000,1532,0.0,0,0,151,202302,False
1001,1537,0.0,0,1,251,202302,False
1002,1540,0.0,0,0,220,202302,False
1003,1544,0.0,0,0,386,202302,False
1004,1545,0.0,0,0,179,202302,False
1005,1546,0.0,0,0,17,202302,False
1006,1551,0.0,0,0,81,202302,False
1007,1552,0.0,0,1,129,202302,False
1008,1554,0.0,0,0,50,202302,False
1009,1558,0.0,0,0,122,202302,False
1010,1560,0.0,0,0,834,202302,False
1011,1572,0.0,0,0,222,202302,False
1012,1575,0.0,0,0,727,202302,False
1013,1576,0.0,0,0,338,202302,False
1014,1581,0.0,0,1,346,202302,False
1015,1582,0.0,0,0,425,202302,False
1016,1585,0.0,0,0,426,202302,False
1017,1587,0.0,0,0,168,202302,False
1018,1590,0.0,0,0,293,202302,False
1019,1591,0.0,0,0,343,202302,False
1020,1592,0.0,0,0,306,202302,False
1021,1594,0.0,0,0,122,202302,False
1022,1596,0.0,0,0,425,202302,False
1023,1599,0.0,0,0,430,202302,False
1024,1607,0.0,0,0,366,202302,False
1025,1609,0.0,0,0,716,202302,False
1026,1610,0.0,0,0,227,202302,False
1027,1614,0.0,0,0,679,202302,False
1028,1615,0.0,0,0,N/A,202302,False
1029,1616,0.0,0,0,681,202302,False
1030,1617,0.0,0,0,81,202302,False
1031,1620,0.0,0,0,209,202302,False
1032,1621,0.0,0,0,384,202302,False
1033,1623,0.0,0,0,277,202302,False
1034,1626,0.0,0,0,524,202302,False
1035,1628,0.0,0,0,237,202302,False
1036,1629,0.0,0,0,592,202302,False
1037,1632,0.0,0,0,119,202302,False
1038,1634,0.0,0,0,576,202302,False
1039,1635,0.0,0,0,19,202302,False
1040,1636,0.0,0,0,358,202302,False
1041,1639,0.0,0,0,268,202302,False
1042,1642,0.0,0,0,580,202302,False
1043,1644,0.0,0,0,576,202302,False
1044,1646,0.0,0,0,548,202302,False
1045,1649,0.0,0,0,495,202302,False
1046,1650,0.0,0,0,412,202302,False
1047,1654,0.0,0,0,287,202302,False
1048,1655,0.0,0,0,269,202302,False
1049,1660,0.0,0,0,374,202302,False
1050,1662,0.0,0,0,507,202302,False
1051,1668,0.0,0,0,367,202302,False
1052,1671,0.0,0,0,572,202302,False
1053,1673,0.0,0,0,204,202302,False
1054,1676,0.0,0,0,58,202302,False
1055,1677,0.0,0,0,395,202302,False
1056,1678,0.0,0,0,115,202302,False
1057,1680,0.0,0,0,213,202302,False
1058,1682,0.0,0,0,644,202302,False
1059,1684,0.0,0,0,288,202302,False
1060,1685,0.0,0,0,82,202302,False
1061,1686,0.0,0,0,17,202302,False
1062,1691,0.0,0,0,583,202302,False
1063,1698,0.0,0,0,119,202302,False
1064,1699,0.0,0,0,451,202302,False
1065,1701,0.0,0,0,424,202302,False
1066,1703,0.0,0,0,159,202302,False
1067,1705,0.0,0,0,215,202302,False
1068,1707,0.0,0,0,179,202302,False
1069,1711,0.0,0,0,302,202302,False
1070,1712,0.0,0,0,58,202302,False
1071,1715,0.0,0,0,366,202302,False
1072,1717,0.0,0,0,581,202302,False
1073,1720,0.0,0,1,524,202302,False
1074,1721,0.0,0,0,195,202302,False
1075,1722,0.0,0,0,160,202302,False
1076,1724,0.0,0,0,395,202302,False
1077,1725,0.0,0,0,153,202302,False
1078,1728,0.0,0,0,31,202302,False
1079,1729,0.0,0,0,306,202302,False
1080,1730,0.0,0,0,279,202302,False
1081,1737,0.0,0,0,316,202302,False
1082,1738,0.0,0,0,402,202302,False
1083,1741,0.0,0,0,285,202302,False
1084,1745,0.0,0,0,318,202302,False
1085,1750,0.0,0,0,65,202302,False
1086,1754,0.0,0,0,430,202302,False
1087,1755,0.0,0,0,819,202302,False
1088,1756,0.0,0,2,43,202302,False
1089,1757,0.0,0,0,622,202302,False
1090,1762,0.0,0,0,344,202302,False
1091,1764,0.0,0,0,70,202302,False
1092,1766,0.0,0,0,82,202302,False
1093,1773,0.0,0,0,251,202302,False
1094,1776,0.0,0,1,215,202302,False
1095,1780,0.0,0,0,867,202302,False
1096,1781,0.0,0,0,584,202302,False
1097,1782,0.0,0,0,943,202302,False
1098,1783,0.0,0,0,463,202302,False
1099,1784,0.0,0,0,80,202302,False
